교육청명,교육지원청명,유치원명,설립유형,대표자명,원장명,설립일,개원일,주소,전화번호,팩스번호,홈페이지,운영시간,만3세학급수,만4세학급수,만5세학급수,혼합학급수,특수학급수,인가총정원수,3세정원수,4세정원수,5세정원수,혼합정원수,특수학급정원수,만3세원아수,만4세원아수,만5세원아수,혼합원아수,특수원아수,경도,
경상남도교육청,통영교육지원청,서광사금강유치원,사립(사인),최재근,정하린,19991223,20000302,경상남도 통영시 진남아랫길 49-3,055-649-3311,055-649-3313, ,09시00분~18시00분,1,2,1,0,0,210,18,50,27,0,0,11,25,22,0,0,34.83115995,128.4086446
경상남도교육청,통영교육지원청,성민유치원,사립(사인),임현택,양은진,19981224,19981224,경상남도 통영시 데메4길 46,055-648-4466,055-648-6689, ,09시30분~18시00분,1,1,1,1,0,93,19,24,26,24,0,19,24,26,19,0,34.82742494,128.4229048
경상남도교육청,통영교육지원청,숲속유치원,사립(사인),김학선,김민자,19960307,19960307,경상남도 통영시 선금산1길 59,055-646-5919,055-646-5918, ,09시30분~17시30분,1,2,2,0,0,164,19,48,52,0,0,19,26,34,0,0,34.82408426,128.4026839
경상남도교육청,통영교육지원청,신화유치원,사립(사인),모경책,모진실,20040918,20050301,경상남도 통영시 미우지5길 42,055-646-8268,055-646-5268,http://www.6468268.com,09시00분~17시00분,2,2,2,0,0,142,38,50,54,0,0,28,48,47,0,0,34.82710436,128.4007092
경상남도교육청,통영교육지원청,엔젤유치원,사립(사인),김정열,전영희,20080909,20090305,경상남도 통영시 무전7길 78,055-641-1300,055-645-1900, ,08시00분~18시00분,1,1,2,0,0,130,19,48,54,0,0,10,20,29,0,0,34.8628433,128.4260604
경상남도교육청,통영교육지원청,욕지초등학교병설유치원,공립(병설),최국남,최국남,19810131,19810131,경상남도 통영시 서촌윗길 171-15,055-641-3417,055-642-5442,https://yokji-p.gne.go.kr,08시20분~16시20분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,1,0,34.63590202,128.2607836
경상남도교육청,통영교육지원청,용남초등학교병설유치원,공립(병설),박주희,박주희,19820301,19820301,경상남도 통영시 달포큰길 125,055-648-8238,055-645-9451,http://tyyongnam-p.gne.go.kr,08시00분~17시30분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,6,0,34.87034892,128.4432278
경상남도교육청,통영교육지원청,원평초등학교병설유치원,공립(병설),조필제,조필제,19810301,19810301,경상남도 통영시 적촌길 203,055-646-0128, ,http://wonpyeong-p.gne.go.kr/,08시30분~17시00분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,3,0,34.89474393,128.4585702
경상남도교육청,통영교육지원청,유영초등학교병설유치원,공립(병설),구인회,구인회,19810131,19810301,경상남도 통영시 중앙로 225,055-646-4295,055-644-4966,http://yuyeong-p.gne.go.kr/yuyeong-p/main.do,08시00분~17시00분,0,0,0,1,1,16,0,0,0,12,4,0,0,0,2,2,34.85139737,128.4262242
경상남도교육청,통영교육지원청,중앙유치원,사립(사인),배도수,김보령,19851231,19851231,경상남도 통영시 새미골1길 18,055-646-8881,055-644-8881, ,09시00분~17시00분,1,1,1,0,0,120,20,30,50,0,0,10,19,11,0,0,34.84070658,128.4158542
경상남도교육청,통영교육지원청,진남초등학교병설유치원,공립(병설),김도기,김도기,19280901,19280901,경상남도 통영시 도남로 38,055-644-4258, ,https://jinnam-p.gne.go.kr/jinnam-p/main.do,08시30분~17시00분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,1,0,34.83310345,128.4090903
경상남도교육청,통영교육지원청,충렬초등학교병설유치원,공립(병설),권복주,권복주,19850302,19850302,경상남도 통영시 여황로 249,055-641-8360,055-645-7637,https://chungryol-p.gne.go.kr,08시30분~17시00분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,1,0,34.84759494,128.4164435
경상남도교육청,통영교육지원청,통영유치원,공립(단설),김병순,김병순,20080303,20080303,경상남도 통영시 죽림1로 4-37,055-648-8957,055-648-1551,http://tongyeong-k.gne.go.kr ,07시30분~19시30분,2,2,2,0,0,106,28,36,42,0,0,28,36,42,0,0,34.87655956,128.4148435
경상남도교육청,통영교육지원청,통영초등학교병설유치원,공립(병설),김윤용,김윤용,19850219,19850219,경상남도 통영시 무전3길 57,055-644-6231, ,https://tongyeong-p.gne.go.kr/,08시00분~18시00분,0,0,1,1,0,37,0,0,21,16,0,0,0,13,5,0,34.86306228,128.4250116
경상남도교육청,통영교육지원청,한려초등학교병설유치원,공립(병설),김명희,김명희,19971209,19971209,경상남도 통영시 데메4길 50,055-644-3288, , ,08시30분~17시00분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,2,0,34.82727062,128.421137
경상남도교육청,하동교육지원청,고전초등학교병설유치원,공립(병설),노현옥,노현옥,19810201,19810201,경상남도 하동군 하동읍성로 371,055-882-5044,055-882-5013,http://gojeon-p.gne.go.kr/,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,2,0,35.07201559,127.7503041
경상남도교육청,하동교육지원청,궁항초등학교병설유치원,공립(병설),송미정,송미정,19820201,19820302,경상남도 하동군 금성면 가린길 32,055-883-7930,055-884-0798,https://gunghang-p.gne.go.kr/gunghang-p/main.do,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,6,0,34.97131127,127.7959797
경상남도교육청,하동교육지원청,노량초등학교병설유치원,공립(병설),정해석,정해석,19790309,19790309,경상남도 하동군 제먼당길 60,055-882-0089, , ,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,6,0,34.95182308,127.856677
경상남도교육청,하동교육지원청,묵계초등학교병설유치원,공립(병설),정옥선,정옥선,19850901,19850901,경상남도 하동군 청학로 2220,055-884-5986,055-884-6553,http://www.mukgye.es.kr/,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,3,0,35.2285078,127.7351585
경상남도교육청,하동교육지원청,묵계초등학교청암분교장병설유치원,공립(병설),정옥선,정옥선,19810301,19810301,경상남도 하동군 청학로 716,055-883-4821,055-882-7164,http://www.cheongam.es.kr,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,2,0,35.1586081,127.7978039
경상남도교육청,하동교육지원청,북천초등학교병설유치원,공립(병설),이점남,이점남,19810301,19810301,경상남도 하동군 세이리길 20,055-884-5946,055-884-5983,http://www.bukcheon.es.kr,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,4,0,35.11420625,127.8889452
경상남도교육청,하동교육지원청,악양초등학교병설유치원,공립(병설),김경생,김경생,19810305,19810305,경상남도 하동군 악양서로 349,055-884-0984,055-883-3069,http://agyang.-p.gne.go.kr,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,4,0,35.16184346,127.7079483
경상남도교육청,하동교육지원청,옥종초등학교병설유치원,공립(병설),김종호,김종호,19790305,19790305,경상남도 하동군 주포중앙길 14-13,055-882-6896,055-882-8132,https://okjong-p.gne.go.kr/okjong-p/main.do,08시40분~17시00분,0,0,0,1,1,20,0,0,0,16,4,0,0,0,12,3,35.18124433,127.8832632
경상남도교육청,하동교육지원청,진교초등학교병설유치원,공립(병설),정희철,정희철,19810301,19810301,경상남도 하동군 민다리길 141,055-884-5728,055-882-3791, ,08시40분~16시40분,0,0,1,1,0,37,0,0,21,16,0,0,0,8,6,0,35.03471384,127.899174
경상남도교육청,하동교육지원청,하동유치원,공립(단설),조미숙,조미숙,20110901,20111124,경상남도 하동군 군청로 185-10,055-883-5935,055-883-9856,http://hadong-kg.gne.go.kr,07시30분~19시30분,1,2,2,0,1,96,14,36,42,0,4,12,23,31,0,4,35.06084659,127.7673227
경상남도교육청,하동교육지원청,화개초등학교병설유치원,공립(병설),홍미순,홍미순,19790301,19790301,경상남도 하동군 화개로 139,055-883-4815,055-883-1819, ,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,3,0,35.19920747,127.6283248
경상남도교육청,하동교육지원청,화개초등학교왕성분교장병설유치원,공립(병설),홍미순,홍미순,19960401,19960401,경상남도 하동군 화개로 967,055-884-1961,055-882-7502,http://wwww.wangseong-p.gne.go.kr/,08시20분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,2,0,35.26365909,127.6387937
경상남도교육청,하동교육지원청,횡천초등학교병설유치원,공립(병설),서영미,서영미,19790305,19790305,경상남도 하동군 경서대로 1117,055-884-1183,055-884-0212,http://www.heongcheon.es.kr/,08시40분~17시00분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,3,0,35.11094824,127.8080519
경상남도교육청,함안교육지원청,군북초등학교병설유치원,공립(병설),김윤자,김윤자,19860310,19860310,경상남도 함안군 덕대길 26-16,055-585-9275, ,http://gunbuk-p.gne.go.kr,08시40분~17시00분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,7,0,35.25720994,128.3462101
경상남도교육청,함안교육지원청,대산초등학교병설유치원,공립(병설),박은정,박은정,20090818,20090818,경상남도 함안군 대산중앙3길 8,055-582-1860,055-582-6009, ,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,1,0,35.35163385,128.4311145
경상남도교육청,함안교육지원청,문암초등학교병설유치원,공립(병설),우민섭,우민섭,19850911,19850911,경상남도 함안군 모곡1길 2,055-582-4804,055-582-6293,http://munam-p.gne.go.kr,08시40분~19시00분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,4,0,35.27208863,128.4575746
경상남도교육청,함안교육지원청,법수초등학교병설유치원,공립(병설),김대언,김대언,19810130,19810130,경상남도 함안군 석무길 41,055-583-3384,055-582-4402, ,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,5,0,35.31784043,128.3804867
경상남도교육청,함안교육지원청,아이랑숲이랑유치원,사립(사인),안말순,안말순,20020104,20020302,경상남도 함안군 큰오곡길 51-24,055-587-5432,055-587-5435, ,09시00분~18시00분,1,1,1,0,0,120,30,30,30,0,0,11,10,23,0,0,35.28441145,128.5040759
경상남도교육청,함안교육지원청,예곡초등학교병설유치원,공립(병설),김순천,김순천,19820227,19820227,경상남도 함안군 예곡2길 25,055-587-0423,055-587-5116, ,08시00분~18시30분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,8,0,35.27671919,128.5329106
경상남도교육청,함안교육지원청,외암초등학교병설유치원,공립(병설),강종선,강종선,19850124,19850124,경상남도 함안군 여항로 62,055-583-0152,055-582-0122,http://weiam-p.gne.go.kr,09시00분~17시00분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,1,0,35.20883728,128.4337285
경상남도교육청,함안교육지원청,우리유치원,사립(사인),목윤미,목명숙,20011006,20020301,경상남도 함안군 중앙남길 31,055-582-9855, , ,08시00분~19시00분,1,2,1,0,0,130,20,50,60,0,0,16,30,24,0,0,35.27499147,128.4084221
경상남도교육청,함안교육지원청,월촌초등학교병설유치원,공립(병설),최숙향,최숙향,19810130,19810130,경상남도 함안군 월촌3길 27,055-583-7425,055-582-7745, ,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,1,0,35.2912292,128.3029405
경상남도교육청,함안교육지원청,이안유치원,사립(사인),이경순,이경순,20090301,20090301,경상남도 함안군 삼호길 123,055-587-0012,055-586-0595, ,09시00분~18시00분,1,1,0,1,0,160,19,48,0,48,0,8,20,0,15,0,35.2711509,128.525666
경상남도교육청,함안교육지원청,주원유치원,사립(사인),조준,김영희,20021216,20030301,경상남도 함안군 무기새길 55-1,055-587-4869,055-587-4868, ,08시00분~18시00분,3,2,2,0,0,300,120,90,90,0,0,37,35,40,0,0,35.30285779,128.5323111
경상남도교육청,함안교육지원청,칠서초등학교병설유치원,공립(병설),황선민,황선민,19810401,19810401,경상남도 함안군 청계2길 9,055-587-7092,055-587-4111,http://chilseo-p.gne.go.kr/chilseo-p/main.do,08시40분~17시00분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,3,0,35.33203684,128.4982885
경상남도교육청,함안교육지원청,칠원초등학교병설유치원,공립(병설),최혁,최혁,19920308,19920308,경상남도 함안군 성내길 32,055-587-2188, ,http://chilwon-p.gne.go.kr,08시00분~18시00분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,10,0,35.30637821,128.5192986
경상남도교육청,함안교육지원청,함안유치원,공립(단설),김민선,김민선,20050429,20050429,경상남도 함안군 성내북길 58-7,055-582-4150,055-582-4144,http://hamanyou-k.gne.go.kr,07시30분~19시30분,1,2,2,0,2,92,13,35,36,0,8,8,18,24,0,3,35.27669978,128.3997812
경상남도교육청,함안교육지원청,함안초등학교병설유치원,공립(병설),배미숙,배미숙,20090819,20090819,경상남도 함안군 함안대로 97,055-584-4630,055-583-4010,http://www.haman.es.kr,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,1,0,35.24096573,128.4208838
경상남도교육청,함안교육지원청,호암초등학교병설유치원,공립(병설),손영화,손영화,20080301,20080301,경상남도 함안군 호암길 30,055-586-9488,055-587-5116, ,08시40분~17시00분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,2,0,35.27407409,128.5209729
경상남도교육청,함양교육지원청,금반초등학교병설유치원,공립(병설),백종필,백종필,19850307,19850307,경상남도 함양군 휴천로 371,055-964-1024, , ,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,2,0,35.47709885,127.7365945
경상남도교육청,함양교육지원청,꿈나무유치원,사립(사인),여운주,여운주,19880125,19880125,경상남도 함양군 삼천길 7,055-962-3482, , ,09시00분~18시30분,1,1,1,0,0,120,30,60,30,0,0,9,7,16,0,0,35.53942849,127.738783
경상남도교육청,함양교육지원청,마천초등학교병설유치원,공립(병설),이영애,이영애,19810309,19810309,경상남도 함양군 마천삼정로 126,055-964-0964,055-963-7737,http://www.macheon.es.kr,08시30분~16시30분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,4,0,35.38682778,127.6593446
경상남도교육청,함양교육지원청,백전초등학교병설유치원,공립(병설),박선미,박선미,19820305,19820305,경상남도 함양군 구산대안로 12-2,055-963-7146, ,http://baekjeon.es.kr/,08시40분~17시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,4,0,35.55281494,127.6349586
경상남도교육청,함양교육지원청,병곡초등학교병설유치원,공립(병설),조현우,조현우,19850221,19850315,경상남도 함양군 휴촌길 21,055-964-0397,055-964-7297,http://byounggok.es.kr,08시40분~18시10분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,2,0,35.52908708,127.6902561
경상남도교육청,함양교육지원청,서상초등학교병설유치원,공립(병설),김순애,김순애,19810301,19810301,경상남도 함양군 대남로 6,055-962-3083,055-963-6743, ,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,2,0,35.68391859,127.6869075
경상남도교육청,함양교육지원청,서하초등학교병설유치원,공립(병설),남정순,남정순,19800410,19800410,경상남도 함양군 육십령로 2117,055-964-0713, , ,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,5,0,35.64924486,127.6982765
경상남도교육청,함양교육지원청,안의초등학교병설유치원,공립(병설),박상섭,박상섭,19790402,19790402,경상남도 함양군 안의초등길 8,055-964-2041, , ,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,11,0,35.62904144,127.8088904
경상남도교육청,함양교육지원청,유림초등학교병설유치원,공립(병설),이옥임,이옥임,19820307,19820307,경상남도 함양군 천왕봉로 2927,055-962-6343,055-963-7569,https://yurim.co.kr ,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,5,0,35.47252246,127.7930754
경상남도교육청,함양교육지원청,지곡초등학교병설유치원,공립(병설),조현복,조현복,19810303,19810303,경상남도 함양군 개평길 12,055-964-0818, ,http://www.jigok.es.kr,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,3,0,35.56611869,127.7714999
경상남도교육청,함양교육지원청,천령유치원,공립(단설),전영숙,전영숙,20010315,20010315,경상남도 함양군 함양로 911,055-964-1582,055-964-1583,http://cheonryeong-k.gne.go.kr/,07시30분~19시30분,2,3,3,0,1,147,28,54,63,0,2,28,54,51,0,2,35.50317445,127.7167823
경상남도교육청,합천교육지원청,가회초등학교병설유치원,공립(병설),박삼수,박삼수,19810301,19810301,경상남도 합천군 황매산로 58-2,055-932-5902,055-931-6994,http://www.gahoe.es.kr,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,2,0,35.43506507,128.0344099
경상남도교육청,합천교육지원청,묘산초등학교병설유치원,공립(병설),문정숙,문정숙,19810319,19810319,경상남도 합천군 묘산로 149,055-933-8052,055-931-6982, ,08시30분~16시30분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,2,0,35.65870419,128.1107789
경상남도교육청,합천교육지원청,봉산초등학교병설유치원,공립(병설),어달선,어달선,19810302,19810302,경상남도 합천군 김봉길 25-7,055-934-0612, ,https://bongsan-p.gne.go.kr,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,2,0,35.62591706,128.0402312
경상남도교육청,합천교육지원청,삼가초등학교병설유치원,공립(병설),강미경,강미경,19810131,19810131,경상남도 합천군 소오길 12,055-932-4784,055-931-6993,http://samga-p.gne.go.kr,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,9,0,35.41244738,128.1183519
경상남도교육청,합천교육지원청,성모유치원,사립(법인),(재)마산교구천주교회유지재단,정현영,19770308,19770308,경상남도 합천군 충효로3길 10,055-931-1285,055-931-1286,https://hcsungmo.modoo.at,07시50분~17시30분,1,1,2,0,0,100,19,24,52,0,0,12,14,30,0,0,35.56519719,128.161714
경상남도교육청,합천교육지원청,쌍백초등학교병설유치원,공립(병설),윤점규,윤점규,19790301,19790301,경상남도 합천군 평구3길 17,055-933-9781,055-931-6992,http://www.ssangback.es.kr,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,4,0,35.4401521,128.1470458
경상남도교육청,합천교육지원청,야로초등학교병설유치원,공립(병설),성영자,성영자,19970402,19970402,경상남도 합천군 미숭산로 89,055-931-5282,055-931-6984,http://yaro-p.gne.go.kr,08시30분~16시30분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,3,0,35.71173892,128.1784069
경상남도교육청,합천교육지원청,적중초등학교병설유치원,공립(병설),천석규,천석규,19800305,19800305,경상남도 합천군 상중부우회길 115,055-933-9278,055-931-6990,https://jeogjung-p.gne.go.kr/jeogjung-p/main.do,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,4,0,35.54620229,128.2814971
경상남도교육청,합천교육지원청,초계초등학교덕곡분교장병설유치원,공립(병설),이명주,이명주,19830301,19830305,경상남도 합천군 오광대로 711,055-934-1351, , ,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,3,0,35.62942462,128.3210516
경상남도교육청,합천교육지원청,초계초등학교병설유치원,공립(병설),이명주,이명주,19790310,19790310,경상남도 합천군 초계중앙로 33-6,055-932-1158,055-931-6986,http://chogye-p.gne.go.kr,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,6,0,35.55980446,128.2636094
경상남도교육청,합천교육지원청,합천가야초등학교병설유치원,공립(병설),정은현,정은현,20190301,20190301,경상남도 합천군 가조가야로 2863,055-996-9803, , ,08시40분~16시40분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,7,0,35.7574007,128.1353491
경상남도교육청,합천교육지원청,합천유치원,공립(단설),문춘화,문춘화,20120301,20120301,경상남도 합천군 인덕로 2519,055-931-7742,055-931-7780,http://hapcheon-k.gne.go.kr,07시30분~19시30분,2,2,2,0,2,114,28,36,42,0,8,19,29,38,0,5,35.56955616,128.1532007
경상북도교육청,경산교육지원청,경산꽃재유치원,공립(단설),이양순,이양순,20130301,20130301,경상북도 경산시 대학로305길 25,538540398,053-854-0319,http://school.gyo6.net/ksggg,08시00분~19시00분,1,2,2,0,1,104,16,40,46,0,2,16,30,39,0,2,35.91173561,128.8190181
경상북도교육청,경산교육지원청,경산동부초등학교병설유치원,공립(병설),김순남,김순남,20130301,20130301,경상북도 경산시 원효로28길 60-6,053-819-6880,053-819-6890,https://school.gyo6.net/ksdongbues/cm/cntnts/cntntsView.do?mi=151799&cntntsId=151799,08시00분~19시00분,0,0,1,1,1,48,0,0,24,20,4,0,0,9,7,3,35.81752606,128.7482418
경상북도교육청,경산교육지원청,경산서부초등학교병설유치원,공립(병설),최정화,최정화,20001016,20010309,경상북도 경산시 경산로42길 22-11,053-816-8154,053-816-5104, ,08시30분~17시00분,0,0,1,1,0,44,0,0,24,20,0,0,0,10,7,0,35.82728384,128.72906
경상북도교육청,경산교육지원청,경산성모유치원,사립(법인),강은경,강은경,20110301,20110301,경상북도 경산시 경산로 118,053-811-8324,053-811-8938, ,08시30분~16시30분,0,1,1,0,0,106,0,22,48,0,0,0,6,15,0,0,35.81933645,128.7295187
경상북도교육청,경산교육지원청,경산압량유치원,공립(단설),김종령,김종령,20240301,20240301,경상북도 경산시 압량읍 김유신로 25,537100810, ,https://school.gyo6.net/arkg,08시00분~19시00분,1,2,2,0,1,106,17,38,47,0,4,17,38,40,0,4,35.83965035,128.7690805
경상북도교육청,경산교육지원청,경산유치원,공립(단설),김경숙,김경숙,20050301,20050301,경상북도 경산시 삼풍로 25,053-818-8551,053-818-8553,http://school.gyo6.net/kyungsankg,08시00분~19시00분,2,2,2,0,0,124,36,40,48,0,0,32,25,29,0,0,35.82288868,128.7552367
경상북도교육청,경산교육지원청,경산중앙유치원,사립(법인),정연욱,최영미,19820601,19820605,경상북도 경산시 강변동로 358,053-816-8816,053-816-8815,http://www.ja-kindergarten.com,09시00분~17시00분,2,3,2,1,0,180,38,66,52,24,0,38,66,52,24,0,35.84029545,128.7293748
경상북도교육청,경산교육지원청,경산중앙초등학교병설유치원,공립(병설),남의열,남의열,19950301,19950301,경상북도 경산시 중앙초등길 9,053-815-1686,053-815-1687,http://gsja.school.gyo6.net/custom/custom.do?dcpNo=37460,08시30분~17시00분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,6,0,35.82230964,128.7314696
경상북도교육청,경산교육지원청,경산초등학교병설유치원,공립(병설),추상엽,추상엽,19870205,19870311,경상북도 경산시 경안로 84,053-813-2394,053-815-2313,https://school.gyo6.net/gyeongsanes,08시00분~19시00분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,12,0,35.81509883,128.7396421
경상북도교육청,경산교육지원청,계당초등학교병설유치원,공립(병설),오경애,오경애,19820302,19820302,경상북도 경산시 계당길 27,053-853-7192,053-851-7011, ,08시30분~16시30분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,4,0,35.92830677,128.8513461
경상북도교육청,경산교육지원청,계명유치원,사립(사인),손미령,손미령,19930604,19930604,경상북도 경산시 대학로12길 16,053-813-3927,053-813-3928,http://cafe.daum.net/kmk-3927,09시00분~19시30분,1,1,1,1,0,100,14,18,20,6,0,14,18,20,6,0,35.8325526,128.7290527
경상북도교육청,경산교육지원청,남산초등학교병설유치원,공립(병설),김태룡,김태룡,19810301,19810301,경상북도 경산시 하남로 316,053-852-5022,053-851-0006,http://school.gyo6.net/kns,08시30분~16시30분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,3,0,35.79310672,128.8351544
경상북도교육청,경산교육지원청,남성초등학교병설유치원,공립(병설),권해인,권해인,19810301,19810301,경상북도 경산시 원효로 375,053-817-8932,053-801-0268,http://school.gyo6.net/namseong,08시30분~17시00분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,3,0,35.81210829,128.7750707
경상북도교육청,경산교육지원청,남천초등학교병설유치원,공립(병설),권명숙,권명숙,19810305,19810305,경상북도 경산시 남천로 481,053-812-9004,053-812-9998, ,08시40분~17시00분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,2,0,35.76765396,128.7249836
경상북도교육청,경산교육지원청,다문초등학교병설유치원,공립(병설),이유경,이유경,19830302,19830302,경상북도 경산시 다문로70길 85,053-853-7351,053-851-0074,http://school.gyo6.net/damun,08시30분~16시30분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,5,0,35.87165438,128.8515252
경상북도교육청,경산교육지원청,대구대학교사범대학부속영광유치원,사립(법인),정진희,정진희,19871207,19880301,경상북도 경산시 대구대로 201,053-850-5776,053-850-5779,https://school.gyo6.net/ygdu/,07시30분~19시00분,2,2,2,0,0,132,34,44,54,0,0,38,46,47,0,0,35.90264204,128.8461315
경상북도교육청,경산교육지원청,대동초등학교병설유치원,공립(병설),전영선,전영선,19810301,19810301,경상북도 경산시 팔공로 563-14,053-857-5227,053-857-5230,http://school.gyo6.net/gsdaedonges,08시30분~16시30분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,4,0,35.95932916,128.8036716
경상북도교육청,경산교육지원청,대해유치원,사립(사인),이해순,신주필,20060301,20060301,경상북도 경산시 성암로12길 17-5,053-814-0707,053-814-2034,https://daehae.moapp.kr,09시00분~17시00분,3,3,4,0,0,288,63,75,104,0,0,63,73,104,0,0,35.82232778,128.7244882
경상북도교육청,경산교육지원청,라온유치원,사립(사인),백해경,백해경,20110301,20110301,경상북도 경산시 청운2로7길 13-2,053-817-2279,053-817-2280, ,09시00분~17시00분,1,1,2,0,0,136,18,22,50,0,0,6,18,26,0,0,35.84106134,128.750991
경상북도교육청,경산교육지원청,민들레유치원,사립(사인),최명희,최명희,20150210,20150301,경상북도 경산시 원효로40길 60,053-814-0028,053-814-0029, ,08시00분~18시40분,2,2,2,1,0,158,38,44,52,24,0,37,37,52,20,0,35.81444504,128.754257
경상북도교육청,경산교육지원청,본(BON)유치원,사립(사인),사공경숙,사공경숙,20150301,20150301,경상북도 경산시 선비길 25,053-813-0058,053-813-0086, ,09시00분~18시00분,2,1,3,1,0,158,38,22,74,24,0,38,20,62,24,0,35.81684183,128.7260776
경상북도교육청,경산교육지원청,부림초등학교병설유치원,공립(병설),박진서,박진서,19820301,19820301,경상북도 경산시 문천길 24,053-854-4330,053-851-9220,http://burym.school.gyo6.net/group/index.do?groupNo=63208,08시30분~16시30분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,2,0,35.8981878,128.8254458
경상북도교육청,경산교육지원청,삼성현초등학교병설유치원,공립(병설),이원규,이원규,20150217,20150301,경상북도 경산시 경청로216길 20,053-816-0916, , ,08시30분~16시30분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,11,0,35.79990089,128.7395066
경상북도교육청,경산교육지원청,서부유치원,사립(사인),김주환,유춘임,20051020,20051020,경상북도 경산시 경산로13길 12,053-811-9996,053-811-9992,https://cafe.naver.com/sbkinderg,07시30분~19시30분,2,2,2,0,0,204,36,36,40,0,0,24,35,33,0,0,35.81490476,128.7303646
경상북도교육청,경산교육지원청,성암초등학교병설유치원,공립(병설),이미영,이미영,20050127,20050127,경상북도 경산시 삼성현로 110,053-813-0271,053-813-0268, ,08시00분~19시00분,1,1,1,0,0,60,16,20,24,0,0,16,20,24,0,0,35.82257251,128.716101
경상북도교육청,경산교육지원청,영인유치원,사립(사인),오영애,오영애,20150301,20150301,경상북도 경산시 미래로 47,053-818-7942, , ,08시30분~19시00분,1,1,2,0,0,132,36,44,52,0,0,17,13,37,0,0,35.80948111,128.7609758
경상북도교육청,경산교육지원청,예인유치원,사립(사인),장영말,이미향,20061215,20061215,경상북도 경산시 대학로295길 62,053-856-0500,053-856-0044,https://school.gyo6.net/yein/main.do?sysId=yein,07시30분~19시30분,2,2,1,0,0,206,36,44,26,0,0,34,28,25,0,0,35.90833555,128.8170811
경상북도교육청,경산교육지원청,예일유치원,사립(사인),최숙자,최숙자,20120220,20120220,경상북도 경산시 경청로217길 14,053-802-5007,053-818-5007,https://school.gyo6.net/yalekids,09시00분~19시00분,2,2,2,1,0,180,36,44,52,24,0,40,48,37,16,0,35.80263153,128.73681
